action_type,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_zone_area,game_date,opponent,shot_id
Jump Shot,34.0213,144,23,-118.1258,10,2,0,2005-06,11,14,1.0,Right Side(R),2006-03-19,CLE,15881
Layup Shot,34.0273,13,17,-118.2568,10,1,0,2011-12,23,2,0.0,Center(C),2012-03-11,BOS,77
Jump Shot,33.8993,84,145,-118.1858,10,1,0,2002-03,44,16,0.0,Right Side Center(RC),2003-02-11,DEN,21550
Jump Shot,33.9863,192,58,-118.0778,7,2,1,2009-10,40,20,0.0,Right Side(R),2010-06-17,BOS,3047
Jump Shot,33.9013,-199,143,-118.4688,5,3,1,1999-00,21,24,0.0,Left Side Center(LC),2000-05-05,SAC,2037
Jump Shot,33.9123,64,132,-118.2058,11,3,0,2004-05,46,14,0.0,Center(C),2004-12-12,ORL,3066
Jump Shot,33.9453,32,99,-118.2378,8,4,0,2010-11,26,10,1.0,Center(C),2011-01-07,NOH,19604
Driving Dunk Shot,34.0443,0,0,-118.2698,1,1,0,2009-10,23,0,1.0,Center(C),2009-12-26,SAC,23218
Driving Finger Roll Layup Shot,34.0223,13,22,-118.2568,5,2,0,2012-13,57,2,1.0,Center(C),2012-11-09,GSW,6376
Running Jump Shot,34.0113,145,33,-118.1248,10,4,0,1997-98,24,14,,Right Side(R),1997-11-19,MIN,7872
Jump Shot,33.9263,-110,118,-118.3798,3,4,0,2006-07,24,16,0.0,Left Side Center(LC),2006-12-02,LAC,23926
Step Back Jump shot,33.9563,-161,88,-118.4308,3,4,0,2011-12,31,18,1.0,Left Side(L),2012-01-03,HOU,6928
Jump Bank Shot,34.0113,38,33,-118.2318,0,1,0,2003-04,39,5,1.0,Center(C),2004-02-25,DEN,1042
Jump Shot,33.9733,-105,71,-118.3748,2,2,1,2008-09,39,12,1.0,Left Side(L),2009-05-29,DEN,27716
Jump Shot,34.0293,28,15,-118.2418,1,2,1,2010-11,51,3,0.0,Center(C),2011-04-28,NOH,16499
Turnaround Jump Shot,33.9673,-48,77,-118.3178,0,2,0,2008-09,38,9,0.0,Left Side(L),2009-02-27,DEN,6992
Jump Shot,33.9223,-50,122,-118.3198,4,1,0,2000-01,42,13,,Center(C),2001-03-19,ATL,4251
Driving Layup Shot,34.0443,0,0,-118.2698,3,3,1,2000-01,47,0,,Center(C),2001-06-13,PHI,7551
Running Jump Shot,33.9173,53,127,-118.2168,11,2,0,1996-97,23,13,1.0,Center(C),1997-01-02,SAC,8423
Tip Shot,34.0443,0,0,-118.2698,2,4,0,1996-97,43,0,0.0,Center(C),1997-03-23,ORL,1502
Driving Layup Shot,34.0443,0,0,-118.2698,5,4,1,2000-01,9,0,0.0,Center(C),2001-05-27,SAS,3854
Turnaround Jump Shot,33.9323,123,112,-118.1468,5,4,1,2003-04,32,16,0.0,Right Side Center(RC),2004-04-25,HOU,5814
Turnaround Jump Shot,33.9293,-112,115,-118.3818,0,2,0,2014-15,29,16,1.0,Left Side Center(LC),2014-11-09,CHA,28977
Jump Shot,33.9013,-76,143,-118.3458,4,1,1,1999-00,58,16,1.0,Left Side Center(LC),2000-05-26,POR,18143
Jump Shot,34.0283,115,16,-118.1548,10,3,0,1999-00,0,11,0.0,Right Side(R),2000-03-20,MIA,26250
Driving Layup Shot,34.0443,0,0,-118.2698,11,1,0,2004-05,1,0,0.0,Center(C),2005-02-28,NYK,7645
Layup Shot,34.0443,0,0,-118.2698,5,4,0,2005-06,24,0,0.0,Center(C),2005-12-16,WAS,18278
Jump Shot,34.0143,-226,30,-118.4958,0,2,0,2012-13,0,22,0.0,Left Side(L),2012-12-26,DEN,10896
Jump Shot,33.9733,10,71,-118.2598,9,1,0,2005-06,57,7,0.0,Center(C),2006-02-01,IND,27578
Jump Shot,33.9033,204,141,-118.0658,3,1,0,2007-08,27,24,0.0,Right Side Center(RC),2008-04-08,POR,22166
Jump Shot,33.8323,138,212,-118.1318,0,2,0,1999-00,27,25,0.0,Right Side Center(RC),2000-03-09,GSW,3599
Jump Shot,33.9913,-19,53,-118.2888,5,3,0,2010-11,51,5,1.0,Center(C),2011-01-12,GSW,22942
Jump Shot,33.9833,-172,61,-118.4418,9,3,0,2006-07,37,18,0.0,Left Side(L),2007-03-22,MEM,1481
Jump Shot,33.9503,69,94,-118.2008,2,2,0,2010-11,5,11,0.0,Right Side(R),2010-10-26,HOU,15501
Jump Shot,33.8603,85,184,-118.1848,0,3,0,2000-01,29,20,0.0,Right Side Center(RC),2001-01-13,UTA,27204
Jump Shot,33.7953,-27,249,-118.2968,4,3,0,2008-09,21,25,1.0,Center(C),2009-02-17,ATL,7411
Layup Shot,34.0443,0,0,-118.2698,2,1,0,2008-09,18,0,1.0,Center(C),2008-11-01,DEN,25318
Jump Shot,34.0013,43,43,-118.2268,1,1,0,2004-05,44,6,0.0,Center(C),2005-04-18,GSW,15537
Layup Shot,34.0443,0,0,-118.2698,2,1,0,2005-06,16,0,1.0,Center(C),2006-04-06,DEN,16079
Jump Shot,33.9773,48,67,-118.2218,6,1,0,2011-12,6,8,1.0,Right Side(R),2012-03-04,MIA,6279
Jump Shot,33.9033,131,141,-118.1388,3,4,0,2006-07,32,19,1.0,Right Side Center(RC),2007-01-15,MIA,82
Jump Shot,34.0033,21,41,-118.2488,5,2,0,2011-12,19,4,0.0,Center(C),2012-03-09,MIN,25171
Jump Shot,33.7863,70,258,-118.1998,5,3,0,2008-09,33,26,0.0,Center(C),2008-12-02,IND,13454
Jump Shot,33.8673,146,177,-118.1238,8,2,0,1996-97,47,22,0.0,Right Side Center(RC),1996-12-21,MIN,23583
Jump Shot,33.7733,-5,271,-118.2748,0,4,0,2012-13,12,27,0.0,Center(C),2012-12-09,UTA,19635
Jump Shot,33.8893,138,155,-118.1318,2,1,0,2006-07,54,20,,Right Side Center(RC),2006-12-31,PHI,13081
Jump Shot,33.8393,-21,205,-118.2908,0,3,1,1999-00,37,20,1.0,Center(C),2000-06-04,POR,25060
Layup Shot,34.0273,-26,17,-118.2958,3,4,0,2012-13,11,3,0.0,Center(C),2013-02-20,BOS,27665
Jump Shot,33.9393,-116,105,-118.3858,11,4,0,2010-11,2,15,0.0,Left Side(L),2011-01-30,BOS,18165
Pullup Jump shot,33.8693,106,175,-118.1638,4,1,0,2012-13,14,20,0.0,Right Side Center(RC),2013-02-01,MIN,19211
Jump Shot,34.0013,18,43,-118.2518,11,3,0,2005-06,10,4,0.0,Center(C),2006-04-09,LAC,28321
Pullup Jump shot,33.9503,144,94,-118.1258,4,4,0,2007-08,36,17,1.0,Right Side(R),2008-04-06,SAC,3823
Jump Bank Shot,33.9983,51,46,-118.2188,9,1,0,2003-04,12,6,1.0,Center(C),2004-03-17,LAC,28972
Driving Layup Shot,34.0193,-15,25,-118.2848,0,4,0,2010-11,11,2,1.0,Center(C),2010-11-14,PHX,29151
Layup Shot,34.0393,-10,5,-118.2798,10,1,0,2007-08,18,1,1.0,Center(C),2007-11-13,SAS,11245
Jump Shot,33.9323,186,112,-118.0838,3,4,0,2005-06,37,21,1.0,Right Side(R),2005-12-25,MIA,21644
Jump Shot,33.9013,-141,143,-118.4108,0,1,0,2006-07,45,20,0.0,Left Side Center(LC),2006-11-30,UTA,29902
Driving Dunk Shot,34.0383,-7,6,-118.2768,6,4,1,2011-12,40,0,1.0,Center(C),2012-05-21,OKC,19696
Jump Shot,33.8503,161,194,-118.1088,8,4,1,2007-08,0,25,,Right Side Center(RC),2008-05-11,UTA,10248
Driving Layup Shot,34.0363,0,8,-118.2698,8,1,0,2015-16,40,0,1.0,Center(C),2016-04-10,HOU,5045
Layup Shot,34.0443,0,0,-118.2698,0,2,0,2007-08,46,0,1.0,Center(C),2008-03-11,TOR,14347
Driving Layup Shot,34.0323,10,12,-118.2598,0,4,0,2012-13,9,1,1.0,Center(C),2013-03-03,ATL,19561
Jump Shot,34.0393,-232,5,-118.5018,0,4,0,2005-06,40,23,1.0,Left Side(L),2006-01-29,DET,3839
Jump Shot,33.8453,33,199,-118.2368,10,1,0,2006-07,28,20,,Center(C),2007-03-18,MIN,6352
Running Jump Shot,33.9393,23,105,-118.2468,5,2,0,1997-98,54,10,0.0,Center(C),1997-11-19,MIN,3232
Fadeaway Jump Shot,33.9473,-105,97,-118.3748,0,1,0,2001-02,32,14,1.0,Left Side(L),2002-04-09,UTA,589
Jump Shot,33.8693,60,175,-118.2098,11,1,0,2000-01,15,18,1.0,Right Side Center(RC),2001-01-21,MIA,14341
Jump Shot,33.9663,-7,78,-118.2768,8,1,0,2012-13,57,7,0.0,Center(C),2012-12-05,NOH,21780
Jump Shot,33.9403,-97,104,-118.3668,7,3,0,2013-14,58,14,0.0,Left Side(L),2013-12-13,OKC,28524
Jump Shot,33.7863,-185,258,-118.4548,0,3,1,2011-12,2,31,0.0,Left Side Center(LC),2012-05-04,DEN,22884
Jump Shot,33.9003,1,144,-118.2688,2,1,0,2001-02,10,14,0.0,Center(C),2001-12-25,PHI,24163
Jump Shot,33.8473,-154,197,-118.4238,2,1,0,2004-05,23,25,0.0,Left Side Center(LC),2005-02-23,POR,16124
Jump Shot,33.8903,20,154,-118.2498,8,3,0,2008-09,52,15,,Center(C),2009-03-19,GSW,26785
Layup Shot,34.0333,-7,11,-118.2768,0,1,0,2012-13,4,1,1.0,Center(C),2012-11-02,LAC,26446
Jump Shot,33.8373,126,207,-118.1438,0,1,0,2004-05,1,24,0.0,Right Side Center(RC),2004-11-05,SAS,3280
Jump Shot,33.9613,59,83,-118.2108,5,3,0,2010-11,14,10,1.0,Right Side(R),2011-04-03,DEN,9067
Jump Shot,33.8863,-199,158,-118.4688,3,1,0,2005-06,43,25,,Left Side Center(LC),2006-02-13,UTA,15368
Jump Shot,33.9373,-111,107,-118.3808,8,3,1,2010-11,11,15,1.0,Left Side(L),2011-05-02,DAL,15612
Jump Shot,33.8703,-140,174,-118.4098,4,3,0,2007-08,51,22,1.0,Left Side Center(LC),2007-11-04,UTA,4924
Jump Shot,34.0413,171,3,-118.0988,4,1,0,2005-06,55,17,0.0,Right Side(R),2006-03-08,NOP,17111
Slam Dunk Shot,34.0443,0,0,-118.2698,8,1,0,1998-99,6,0,,Center(C),1999-02-10,DEN,14883
Running Jump Shot,34.0443,-124,0,-118.3938,4,2,0,2001-02,52,12,1.0,Left Side(L),2002-01-25,SAS,2348
Running Jump Shot,33.9453,-92,99,-118.3618,8,2,1,2000-01,25,13,1.0,Left Side(L),2001-06-10,PHI,21291
Slam Dunk Shot,34.0443,0,0,-118.2698,8,1,0,2003-04,32,0,1.0,Center(C),2003-11-21,CHI,19893
Fadeaway Jump Shot,33.8883,-112,156,-118.3818,8,4,0,2010-11,33,19,0.0,Left Side Center(LC),2011-04-08,POR,14295
Jump Shot,33.9223,-86,122,-118.3558,3,1,0,2001-02,38,14,,Left Side(L),2002-03-19,DAL,26665
Driving Layup Shot,34.0443,0,0,-118.2698,3,3,0,2005-06,24,0,1.0,Center(C),2006-01-07,LAC,17799
Jump Shot,34.0443,153,0,-118.1168,10,2,0,2000-01,30,15,,Right Side(R),2000-12-30,LAC,23250
Jump Shot,33.8883,-43,156,-118.3128,0,2,0,2007-08,51,16,0.0,Center(C),2008-03-16,HOU,8861
Jump Shot,33.9023,103,142,-118.1668,9,3,0,2009-10,23,17,0.0,Right Side Center(RC),2010-01-29,PHI,3034
Jump Shot,33.8943,-133,150,-118.4028,10,4,0,2007-08,38,20,,Left Side Center(LC),2007-10-30,HOU,5290
Jump Shot,33.8453,23,199,-118.2468,5,3,0,2005-06,19,20,0.0,Center(C),2006-03-06,SAS,26760
Slam Dunk Shot,34.0443,0,0,-118.2698,8,3,0,2005-06,15,0,1.0,Center(C),2006-02-11,MEM,11967
Jump Shot,33.9593,-27,85,-118.2968,6,2,1,2001-02,37,8,1.0,Center(C),2002-05-18,SAC,9896
Jump Shot,33.8633,21,181,-118.2488,4,2,0,2003-04,13,18,0.0,Center(C),2003-12-04,DAL,27820
Jump Shot,33.9093,203,135,-118.0668,0,4,0,2001-02,5,24,1.0,Right Side Center(RC),2001-12-28,TOR,12027
Driving Layup Shot,34.0443,0,0,-118.2698,2,3,0,2000-01,13,0,1.0,Center(C),2001-03-04,GSW,8563
Jump Shot,33.9453,226,99,-118.0438,2,1,1,2009-10,29,24,0.0,Right Side Center(RC),2010-06-08,BOS,18714
Jump Shot,33.9233,-5,121,-118.2748,3,1,0,2008-09,49,12,0.0,Center(C),2009-03-24,OKC,1619
Hook Shot,33.9773,26,67,-118.2438,7,1,0,2012-13,53,7,0.0,Center(C),2013-01-27,OKC,7046
Jump Shot,33.8133,-57,231,-118.3268,1,1,1,1999-00,15,23,0.0,Center(C),2000-05-12,PHX,27003
Jump Shot,33.9403,-192,104,-118.4618,7,4,0,2006-07,31,21,0.0,Left Side(L),2007-04-12,LAC,4275
Jump Shot,33.9203,-96,124,-118.3658,10,4,0,1999-00,52,15,1.0,Left Side(L),1999-12-01,GSW,26021
Jump Shot,34.0373,131,7,-118.1388,4,1,0,2006-07,20,13,0.0,Right Side(R),2006-12-19,CHI,13389
Jump Shot,33.8693,116,175,-118.1538,1,2,0,2011-12,18,20,0.0,Right Side Center(RC),2012-01-25,LAC,10412
Jump Shot,33.9553,158,89,-118.1118,3,2,0,2002-03,2,18,1.0,Right Side(R),2003-01-04,PHX,1951
Jump Shot,33.9433,-27,101,-118.2968,9,3,0,2001-02,50,10,,Center(C),2002-04-15,SEA,10929
Reverse Slam Dunk Shot,34.0243,-24,20,-118.2938,2,2,0,2010-11,37,3,1.0,Center(C),2010-11-21,GSW,23331
Jump Shot,33.9063,-194,138,-118.4638,3,3,0,2008-09,51,23,0.0,Left Side Center(LC),2009-03-21,CHI,26835
Jump Shot,33.8473,-176,197,-118.4458,10,3,0,2007-08,9,26,1.0,Left Side Center(LC),2008-03-28,MEM,1069
Dunk Shot,34.0443,0,0,-118.2698,7,1,0,2003-04,46,0,,Center(C),2003-11-26,WAS,18741
Jump Shot,33.9873,153,57,-118.1168,10,1,0,2001-02,41,16,0.0,Right Side(R),2002-04-09,UTA,2275
Running Jump Shot,34.0153,48,29,-118.2218,1,1,1,1997-98,15,5,0.0,Center(C),1998-05-18,UTA,11160
Running Jump Shot,33.9903,-75,54,-118.3448,1,4,1,2007-08,50,9,1.0,Left Side(L),2008-06-08,BOS,12939
Jump Shot,33.9693,151,75,-118.1188,5,2,0,1996-97,39,16,1.0,Right Side(R),1997-04-01,SEA,12446
Dunk Shot,34.0293,2,15,-118.2678,4,2,1,2011-12,27,1,1.0,Center(C),2012-05-10,DEN,1266
Jump Shot,34.0303,159,14,-118.1108,9,3,0,2009-10,20,15,0.0,Right Side(R),2010-03-31,ATL,12387
Driving Layup Shot,34.0503,0,-6,-118.2698,8,3,0,2006-07,52,0,1.0,Center(C),2007-02-03,WAS,2846
Jump Shot,33.8663,67,178,-118.2028,0,4,0,2012-13,37,19,1.0,Right Side Center(RC),2013-01-27,OKC,23382
Jump Shot,33.9673,-163,77,-118.4328,9,2,0,2002-03,10,18,,Left Side(L),2003-02-14,SAS,8775
Jump Shot,33.9473,67,97,-118.2028,8,4,0,2002-03,23,11,0.0,Right Side(R),2003-02-21,POR,24147
Jump Shot,33.9813,200,63,-118.0698,5,2,0,2002-03,4,20,0.0,Right Side(R),2002-10-30,POR,27755
Jump Shot,33.9583,242,86,-118.0278,5,1,0,2014-15,5,25,1.0,Right Side(R),2014-12-30,DEN,348
Jump Shot,33.7873,21,257,-118.2488,10,3,0,2013-14,28,25,0.0,Center(C),2013-12-16,ATL,20197
Jump Shot,34.0143,160,30,-118.1098,0,4,0,2014-15,58,16,0.0,Right Side(R),2014-12-03,WAS,2261
Jump Shot,33.9783,-149,66,-118.4188,0,3,0,2009-10,27,16,,Left Side(L),2010-01-27,IND,6278
Layup Shot,34.0313,3,13,-118.2668,5,4,0,2007-08,24,1,1.0,Center(C),2008-01-23,SAS,19004
Driving Layup Shot,34.0383,17,6,-118.2528,1,1,0,2008-09,20,1,1.0,Center(C),2009-01-07,GSW,21076
Jump Shot,33.8143,133,230,-118.1368,3,3,0,2011-12,20,26,1.0,Right Side Center(RC),2012-02-17,PHX,9920
Jump Shot,33.8853,146,159,-118.1238,6,2,0,2015-16,5,21,1.0,Right Side Center(RC),2016-01-12,NOP,17862
Turnaround Fadeaway shot,33.9643,169,80,-118.1008,4,1,0,2015-16,46,18,0.0,Right Side(R),2016-04-03,BOS,8745
Jump Shot,33.8993,-48,145,-118.3178,2,2,0,2006-07,9,15,,Center(C),2006-12-31,PHI,26592
Jump Shot,34.0133,1,31,-118.2688,6,3,0,2014-15,19,3,1.0,Center(C),2014-12-19,OKC,9030
Layup Shot,34.0443,0,0,-118.2698,0,2,0,2002-03,19,0,1.0,Center(C),2002-11-12,ATL,15488
Jump Shot,33.8743,187,170,-118.0828,5,2,0,2015-16,40,25,1.0,Right Side Center(RC),2015-12-23,OKC,11020
Driving Layup Shot,34.0443,0,0,-118.2698,4,4,0,2003-04,26,0,1.0,Center(C),2003-12-13,POR,256
Jump Shot,33.8583,-183,186,-118.4528,0,3,0,2000-01,30,26,0.0,Left Side Center(LC),2000-11-01,UTA,27917
Jump Shot,34.0083,0,36,-118.2698,4,1,0,2011-12,56,3,0.0,Center(C),2012-02-04,UTA,7284
Jump Shot,33.9443,82,100,-118.1878,1,1,0,2004-05,14,12,0.0,Right Side(R),2005-03-02,BOS,12971
Jump Shot,33.9503,45,94,-118.2248,0,2,0,2009-10,57,10,1.0,Center(C),2009-11-15,HOU,1422
Pullup Jump shot,33.9553,84,89,-118.1858,6,3,0,2009-10,33,12,1.0,Right Side(R),2010-01-29,PHI,23460
Jump Shot,33.9073,102,137,-118.1678,4,1,0,2012-13,16,17,0.0,Right Side Center(RC),2013-02-05,BKN,16492
Jump Shot,33.9393,-26,105,-118.2958,9,4,1,2005-06,54,10,0.0,Center(C),2006-05-06,PHX,13343
Jump Shot,33.8803,-90,164,-118.3598,10,3,0,2004-05,47,18,,Left Side Center(LC),2005-03-27,PHI,16801
Jump Shot,33.8523,-64,192,-118.3338,4,2,0,2007-08,50,20,,Left Side Center(LC),2007-12-23,NYK,6517
Driving Dunk Shot,34.0443,0,0,-118.2698,8,2,0,2000-01,55,0,1.0,Center(C),2001-01-26,NJN,247
Jump Shot,33.9683,-166,76,-118.4358,1,3,0,1999-00,23,18,0.0,Left Side(L),2000-03-16,WAS,15067
Jump Shot,33.8633,125,181,-118.1448,0,1,1,2008-09,32,21,1.0,Right Side Center(RC),2009-05-25,DEN,27250
Jump Shot,33.7933,62,251,-118.2078,4,2,0,2001-02,54,25,0.0,Center(C),2001-11-23,GSW,22566
Slam Dunk Shot,34.0403,6,4,-118.2638,0,4,0,2012-13,12,0,1.0,Center(C),2012-11-07,UTA,30054
Jump Shot,33.9993,59,45,-118.2108,8,1,0,2013-14,54,7,1.0,Center(C),2013-12-14,CHA,14677
Jump Shot,33.8783,-29,166,-118.2988,3,2,0,2006-07,45,16,1.0,Center(C),2006-12-15,HOU,14194
Jump Shot,33.8913,-141,153,-118.4108,3,1,0,2010-11,28,20,,Left Side Center(LC),2011-03-18,MIN,14865
Jump Shot,34.0143,-170,30,-118.4398,2,4,0,2001-02,46,17,0.0,Left Side(L),2001-12-05,DAL,8776
Jump Shot,33.8073,-166,237,-118.4358,0,4,1,1997-98,40,28,0.0,Left Side Center(LC),1998-05-16,UTA,23609
Jump Shot,34.0393,154,5,-118.1158,11,2,0,1998-99,24,15,0.0,Right Side(R),1999-03-19,PHI,4607
Jump Shot,34.0043,39,40,-118.2308,3,4,0,2000-01,26,5,0.0,Center(C),2000-12-25,POR,25576
Driving Layup Shot,34.0353,0,9,-118.2698,0,3,0,2012-13,25,0,1.0,Center(C),2013-02-10,MIA,16050
Jump Shot,34.0373,-175,7,-118.4448,6,3,0,2014-15,26,17,,Left Side(L),2014-12-12,SAS,26489
Jump Shot,34.0373,171,7,-118.0988,10,3,0,2005-06,43,17,0.0,Right Side(R),2006-04-02,HOU,16117
Jump Shot,33.8003,93,244,-118.1768,1,4,0,1998-99,22,26,0.0,Right Side Center(RC),1999-03-24,PHX,28647
Jump Shot,33.9093,-97,135,-118.3668,11,3,0,2005-06,11,16,0.0,Left Side Center(LC),2006-03-04,DET,40
Jump Shot,33.9213,187,123,-118.0828,6,4,0,2006-07,18,22,1.0,Right Side(R),2007-01-04,SAC,14180
Fadeaway Jump Shot,33.9103,73,134,-118.1968,1,2,0,2009-10,10,15,0.0,Center(C),2009-11-01,ATL,9552
Fadeaway Jump Shot,33.9703,157,74,-118.1128,5,4,0,2008-09,57,17,,Right Side(R),2009-03-26,DET,24275
Layup Shot,34.0443,0,0,-118.2698,9,4,0,1996-97,50,0,0.0,Center(C),1997-02-13,DEN,23703
Jump Shot,33.7813,-104,263,-118.3738,0,3,0,1997-98,1,28,0.0,Left Side Center(LC),1997-11-09,GSW,23188
Layup Shot,34.0443,0,0,-118.2698,7,3,0,2004-05,4,0,,Center(C),2005-04-11,PHX,12635
Jump Shot,33.9953,38,49,-118.2318,1,2,1,2002-03,6,6,0.0,Center(C),2003-04-22,MIN,28039
Jump Shot,34.0343,70,10,-118.1998,0,1,1,1998-99,33,7,1.0,Center(C),1999-05-19,SAS,28901
Layup Shot,34.0443,0,0,-118.2698,2,3,1,2001-02,38,0,1.0,Center(C),2002-05-05,SAS,4571
Jump Shot,34.0773,-143,-33,-118.4128,3,1,0,1999-00,48,14,,Left Side(L),2000-03-16,WAS,28329
Jump Shot,33.9323,162,112,-118.1078,7,3,0,2012-13,2,19,0.0,Right Side(R),2012-12-14,WAS,18263
Jump Shot,33.7863,-46,258,-118.3158,0,4,0,2004-05,4,26,1.0,Center(C),2005-02-28,NYK,13564
Layup Shot,34.0243,-7,20,-118.2768,6,3,0,2010-11,32,2,0.0,Center(C),2010-11-28,IND,26462
Jump Shot,34.0353,39,9,-118.2308,11,3,0,2000-01,26,4,0.0,Center(C),2000-11-08,SAS,3898
Jump Shot,33.8943,-111,150,-118.3808,6,1,0,2001-02,2,18,0.0,Left Side Center(LC),2002-01-16,MIA,14989
Running Jump Shot,33.9833,93,61,-118.1768,2,2,0,1999-00,25,11,1.0,Right Side(R),2000-03-01,VAN,27125
Driving Layup Shot,34.0093,-13,35,-118.2828,1,3,0,2002-03,22,3,0.0,Center(C),2002-11-17,HOU,2730
Jump Shot,33.9663,83,78,-118.1868,6,3,0,2001-02,37,11,0.0,Right Side(R),2002-01-25,SAS,6851
Jump Shot,34.0403,121,4,-118.1488,7,1,0,2001-02,33,12,,Right Side(R),2002-03-20,SAS,415
Driving Layup Shot,34.0443,0,0,-118.2698,3,2,0,2009-10,58,0,1.0,Center(C),2010-03-02,IND,7888
Jump Shot,33.8983,-146,146,-118.4158,10,1,0,2004-05,2,20,0.0,Left Side Center(LC),2005-04-03,MEM,20810
Jump Shot,33.7513,-14,293,-118.2838,0,4,0,2015-16,17,29,0.0,Center(C),2016-02-08,IND,19306
Turnaround Jump Shot,34.0333,144,11,-118.1258,8,2,0,2001-02,26,14,1.0,Right Side(R),2001-11-04,UTA,17046
Jump Shot,33.7873,72,257,-118.1978,0,3,0,2009-10,0,26,,Center(C),2009-12-26,SAC,27779
Driving Layup Shot,34.0443,0,0,-118.2698,10,3,0,2009-10,41,0,0.0,Center(C),2010-03-27,HOU,15617
Step Back Jump shot,33.9153,10,129,-118.2598,3,2,0,2010-11,35,12,,Center(C),2010-12-07,WAS,5068
Jump Shot,33.9833,236,61,-118.0338,1,2,0,2002-03,32,24,1.0,Right Side(R),2003-01-15,NOH,27103
Jump Shot,33.7943,100,250,-118.1698,0,2,0,1999-00,5,26,0.0,Right Side Center(RC),2000-03-05,MIA,13871
Jump Shot,33.8733,108,171,-118.1618,5,2,0,1999-00,56,20,,Right Side Center(RC),2000-01-28,MIL,6334
Driving Layup Shot,34.0253,4,19,-118.2658,0,2,0,2010-11,6,1,1.0,Center(C),2010-12-03,SAC,25181
Jump Shot,33.8103,97,234,-118.1728,3,2,0,2015-16,28,25,0.0,Right Side Center(RC),2016-02-10,CLE,5933
Jump Shot,34.0073,-100,37,-118.3698,0,4,0,2012-13,5,10,0.0,Left Side(L),2013-03-22,WAS,21878
Running Layup Shot,34.0443,0,0,-118.2698,0,4,0,2007-08,24,0,,Center(C),2007-10-30,HOU,8066
Jump Shot,34.0683,-103,-24,-118.3728,11,1,0,2004-05,28,10,0.0,Left Side(L),2005-03-14,WAS,22359
Jump Shot,33.8993,-25,145,-118.2948,5,4,0,1999-00,14,14,0.0,Center(C),2000-01-14,IND,30128
Jump Shot,33.8153,140,229,-118.1298,1,5,0,2002-03,12,26,0.0,Right Side Center(RC),2003-04-06,PHX,29395
Running Jump Shot,34.0603,-134,-16,-118.4038,0,3,0,1999-00,36,13,1.0,Left Side(L),2000-03-12,SAC,26851
Jump Shot,33.9813,-75,63,-118.3448,9,3,1,2002-03,49,9,0.0,Left Side(L),2003-04-27,MIN,37
Layup Shot,34.0443,0,0,-118.2698,7,1,1,2006-07,25,0,,Center(C),2007-04-24,PHX,4188
Jump Shot,33.9563,7,88,-118.2628,2,1,0,2010-11,21,8,1.0,Center(C),2011-02-13,ORL,11826
Jump Shot,33.9253,154,119,-118.1158,0,3,0,1998-99,0,19,0.0,Right Side Center(RC),1999-04-17,UTA,29004
Jump Shot,33.9073,220,137,-118.0498,0,3,1,2008-09,51,25,0.0,Right Side Center(RC),2009-06-11,ORL,11722
Jump Shot,33.9723,115,72,-118.1548,3,3,1,1999-00,14,13,0.0,Right Side(R),2000-05-10,PHX,7253
Hook Shot,34.0393,71,5,-118.1988,5,4,0,2004-05,8,7,,Center(C),2005-02-23,POR,6399
Jump Shot,33.8003,-106,244,-118.3758,1,1,1,1998-99,5,26,0.0,Left Side Center(LC),1999-05-11,HOU,24664
Jump Shot,33.8353,-135,209,-118.4048,9,3,0,2006-07,32,24,1.0,Left Side Center(LC),2007-03-23,NOP,15933
Jump Shot,34.0053,168,39,-118.1018,5,4,0,2009-10,29,17,,Right Side(R),2010-04-11,POR,15859
Layup Shot,34.0443,0,0,-118.2698,1,1,0,2003-04,42,0,0.0,Center(C),2004-04-09,MEM,28589
Jump Shot,33.9503,0,94,-118.2698,5,1,0,2011-12,25,9,1.0,Center(C),2012-03-29,OKC,23315
Jump Shot,33.8543,0,190,-118.2698,7,1,0,2015-16,37,19,1.0,Center(C),2015-12-02,WAS,29060
Layup Shot,34.0443,0,0,-118.2698,4,4,0,2002-03,23,0,0.0,Center(C),2003-03-12,DET,20779
Jump Shot,33.9933,-10,51,-118.2798,0,1,0,2003-04,57,5,0.0,Center(C),2003-12-12,DAL,22719
Layup Shot,34.0443,0,0,-118.2698,0,4,0,2007-08,32,0,0.0,Center(C),2008-03-09,SAC,29447
Layup Shot,34.0443,0,0,-118.2698,2,1,0,2006-07,11,0,0.0,Center(C),2006-11-12,MEM,20459
Jump Shot,34.0373,138,7,-118.1318,0,3,0,2001-02,30,13,0.0,Right Side(R),2001-12-11,SEA,12013
Jump Shot,33.8143,-141,230,-118.4108,0,2,0,2011-12,51,26,,Left Side Center(LC),2012-04-06,HOU,24518
Jump Shot,33.9113,119,133,-118.1508,6,3,0,2000-01,40,17,1.0,Right Side Center(RC),2000-11-08,SAS,17169
Jump Shot,33.8463,72,198,-118.1978,3,2,0,2010-11,50,21,0.0,Right Side Center(RC),2011-03-04,CHA,17592
Jump Shot,33.9583,146,86,-118.1238,0,1,0,2005-06,56,16,1.0,Right Side(R),2006-01-06,PHI,1747
Jump Shot,33.8823,88,162,-118.1818,3,2,0,2011-12,37,18,1.0,Right Side Center(RC),2011-12-25,CHI,26640
